pl_name,discoverymethod,pl_orbper,pl_eqt,st_spectype,pl_rade,pl_masse,st_radv,st_lumstr,st_mass
WASP-170 b,Transit,2.34478022,1422,,12.285064,5.09E+02,33.07746,"<div><span class=supersubNumber"">-0.11</span><span class=""superscript"">+0.07</span><span class=""subscript"">-0.09</span></div>""",0.93
TOI-1693 b,Transit,1.7666957,764,,1.41,,,"<div><span class=supersubNumber"">-1.55409</span><span class=""superscript"">+0.09396</span><span class=""subscript"">-0.12007</span></div>""",0.49
OGLE-2018-BLG-0298L b,Microlensing,,,,7.56,4.45E+01,,,0.69
OGLE-2013-BLG-0102L b,Microlensing,,,,12.3,4.10E+03,,,0.096
Kepler-948 b,Transit,7.76846622,841,,1.85,,,-0.1093813,0.96
TOI-1472 b,Transit,6.36338574,891,,4.058,1.81E+01,-15.047,"<div><span class=supersubNumber"">-0.356</span><span class=""superscript"">+0.024</span><span class=""subscript"">-0.024</span></div>""",0.87
TOI-5786 b,Transit,12.779107,1040,,8.54,7.30E+01,,"<div><span class=supersubNumber"">0.39733470</span><span class=""superscript"">+0.02370213</span><span class=""subscript"">-0.01294001</span></div>""",1.23
TOI-125 c,Transit,9.15059,827.8,K0 V,2.759,6.63E+00,11.062,"<div><span class=supersubNumber"">-0.285</span><span class=""superscript"">+0.013</span><span class=""subscript"">-0.014</span></div>""",0.859
TOI-5153 b,Transit,20.33003,906,F8 V,11.88151954,1.04E+03,,"<div><span class=supersubNumber"">0.4642301</span><span class=""superscript"">+0.0191430</span><span class=""subscript"">-0.0193465</span></div>""",1.24
LP 714-47 b,Transit,4.052037,700,M0.0 V,4.7,3.08E+01,-8.03748,"<div><span class=supersubNumber"">-1.1</span><span class=""superscript"">+0.0</span><span class=""subscript"">-0.0</span></div>""",0.59
TOI-1184 b,Transit,5.748433803,715.47,,2.39,6.80E+00,,"<div><span class=supersubNumber"">-0.701</span><span class=""superscript"">+0.034</span><span class=""subscript"">-0.034</span></div>""",0.71
Kepler-1278 b,Transit,3.23941344,1213,,1.01,,,0.3659337,1.11
HD 106270 b,Radial Velocity,1888,,G5 IV,12.4,3.62E+03,24.45445,"<div><span class=supersubNumber"">0.76</span><span class=""superscript"">+0.04</span><span class=""subscript"">-0.04</span></div>""",1.39
TOI-4406 b,Transit,30.08364,904,,11.2089807,9.53E+01,,"<div><span class=supersubNumber"">0.36</span><span class=""superscript"">+0.02</span><span class=""subscript"">-0.02</span></div>""",1.19
HATS-10 b,Transit,3.312846,1407,,10.861521,1.67E+02,-28.088,"<div><span class=supersubNumber"">0.117</span> <span class=""superscript"">+0.056</span><span class=""subscript"">-0.064</span> </div>""",1.101
TOI-762 A b,Transit,3.4716826,555.4,,8.33948164,7.98E+01,,"<div><span class=supersubNumber"">-1.73</span><span class=""superscript"">+0.03</span><span class=""subscript"">-0.03</span></div>""",0.442
Kepler-472 b,Transit,4.176255514,876,,3.22,,,-0.5125508,0.85
Kepler-1129 b,Transit,24.3397804,737,,2.96,,,-0.02740231,1
Kepler-1275 b,Transit,3.65691115,1368,,1.48,,,0.3150326,1.23
Kepler-1983 b,Transit,7.32851947,807,,2.33,,,-0.4807588,0.812
HATS-61 b,Transit,7.817953,1226.1,,13.394755,1.08E+03,54.079,"<div><span class=supersubNumber"">0.3692</span><span class=""superscript"">+0.0115</span><span class=""subscript"">-0.0119</span></div>""",1.076
TOI-2266 b,Transit,2.326318,550,M5.0+0.5-0.5,1.54,,,"<div><span class=supersubNumber"">-2.1672</span><span class=""superscript"">+0.0987</span><span class=""subscript"">-0.1280</span></div>""",0.23
TOI-2076 c,Transit,21.015327,543.16,K,3.69441587,5.50E+01,,"<div><span class=supersubNumber"">-0.378</span><span class=""superscript"">+0.037</span><span class=""subscript"">-0.037</span></div>""",0.8557
WASP-132 b,Transit,7.1335164,682,K4 V,10.09929161,1.36E+02,31.067,"<div><span class=supersubNumber"">-0.575</span><span class=""superscript"">+0.027</span><span class=""subscript"">-0.020</span></div>""",0.789
Kepler-60 c,Transit,8.9187,1023,,1.9,3.85E+00,,0.3690644,1.041
TOI-6041 c,Radial Velocity,88,403.5,G7,10.5,,,"<div><span class=supersubNumber"">-0.213</span><span class=""superscript"">+0.023</span><span class=""subscript"">-0.024</span></div>""",0.885
HD 109833 c,Transit,13.900148,756.7,,2.59,,,"<div><span class=supersubNumber"">0.0719</span><span class=""superscript"">+0.0285</span><span class=""subscript"">-0.0305</span></div>""",1.08
GJ 9827 d,Transit,6.20183,675,K7 V,1.98,3.02E+00,31.94888,"<div><span class=supersubNumber"">-1.00</span><span class=""superscript"">+0.04</span><span class=""subscript"">-0.04</span></div>""",0.62
Kepler-1870 b,Transit,3.606940031,1046,,2.10143764,,,"<div><span class=supersubNumber"">-0.2257726</span><span class=""superscript"">+0.0101776</span><span class=""subscript"">-0.0151339</span></div>""",0.955
K2-8 c,Transit,5.06416,801,K3 V,2.41,,,-0.553194,0.78
Kepler-1339 b,Transit,1.341555127,1642,,0.71,,-48.79343,"<div><span class=supersubNumber"">0.18764873</span><span class=""superscript"">+0.01646259</span><span class=""subscript"">-0.02889155</span></div>""",0.94
GJ 508.2 b,Radial Velocity,5300,,M1.0 V,,,,"<div><span class=supersubNumber"">-1.222</span> <span class=""superscript"">+0.477</span><span class=""subscript"">-0.000</span> </div>""",0.54
Kepler-1905 b,Transit,3.42392993,1212,,1.4460734,,,-0.02528222,1.038
Kepler-230 c,Transit,91.773242,359,,2.04,,,-0.3678352,0.784
Kepler-1839 b,Transit,5.056759834,1049,,1.9493759,,,0.191743,1.03
Kepler-694 b,Transit,6.365841612,914,,2.8,,,-0.07753364,0.97
K2-32 e,Transit,4.34934,1066,G9 V,1.212,2.10E+00,-2.1983,"<div><span class=supersubNumber"">-0.2960749</span><span class=""superscript"">+0.0226255</span><span class=""subscript"">-0.0211071</span></div>""",0.83
TOI-5108 b,Transit,6.753581,1180,,6.6,3.20E+01,,"<div><span class=supersubNumber"">0.27504978</span><span class=""superscript"">+0.02194875</span><span class=""subscript"">-0.01723369</span></div>""",1.1
55 Cnc B c,Radial Velocity,33.747,,M4.5 V,2.16,,,"<div><span class=supersubNumber"">-2.1081</span><span class=""superscript"">+0.1000</span><span class=""subscript"">-0.1302</span></div>""",0.26
TOI-4914 b,Transit,10.60057,894,,12.87,2.27E+02,11.99,"<div><span class=supersubNumber"">0.009026</span><span class=""superscript"">+0.005495</span><span class=""subscript"">-0.005565</span></div>""",1.03
Kepler-919 b,Transit,11.04603384,869,,2.25,,,0.1666246,1.15
EPIC 212297394 c,Transit,5.213965,866,,2.27,,,-0.4665405,0.83
Kepler-1858 b,Transit,88.07160187,330,,2.42168247,,,-0.452691,0.785
Kepler-949 c,Transit,20.99757968,582,,2.97,,,-0.4416412,0.817
HD 95872 b,Radial Velocity,4375,,K0 V,13,,1.72231,"<div><span class=supersubNumber"">-0.24208237</span><span class=""superscript"">+0.00164427</span><span class=""subscript"">-0.00165053</span></div>""",0.7
Kepler-411 b,Transit,3.005156,1138,K2 V,2.401,2.56E+01,-20.68659,"<div><span class=supersubNumber"">-0.5789928</span><span class=""superscript"">+0.0204174</span><span class=""subscript"">-0.0130467</span></div>""",0.87
TOI-1416 b,Transit,1.0697568,1517,G9 V,1.62,3.48E+00,1.1712,"<div><span class=supersubNumber"">-0.4600775</span><span class=""superscript"">+0.0128130</span><span class=""subscript"">-0.0138299</span></div>""",0.798
K2-31 b,Transit,1.25785,1688,G7 V,11.88154,5.64E+02,-4.7511,"<div><span class=supersubNumber"">-0.1102772</span><span class=""superscript"">+0.0295386</span><span class=""subscript"">-0.0349403</span></div>""",0.91
K2-39 b,Transit,4.60543,1670,,6.27704,2.86E+01,24.3451,"<div><span class=supersubNumber"">0.67408873</span><span class=""superscript"">+0.00900674</span><span class=""subscript"">-0.00919753</span></div>""",0.66
HIP 38594 c,Radial Velocity,3477.768,,M0,7.94,,62.87679,"<div><span class=supersubNumber"">-1.06243</span><span class=""superscript"">+0.00038</span><span class=""subscript"">-0.00038</span></div>""",0.61
Kepler-144 b,Transit,5.885273,1253,,1.33,,-1.364,"<div><span class=supersubNumber"">0.28202974</span><span class=""superscript"">+0.01863556</span><span class=""subscript"">-0.01525391</span></div>""",1.154
Kepler-1121 b,Transit,13.15141081,1008,,1.91,,-33.93738,"<div><span class=supersubNumber"">0.47494754</span><span class=""superscript"">+0.01425627</span><span class=""subscript"">-0.02262815</span></div>""",1.29
HD 10442 b,Radial Velocity,1032.3,,K0 IV,13.6,,7.94282,0.31&plusmn;0.35,1.01
Kepler-402 d,Transit,8.921099,1006,,1.38,,4.3363,"<div><span class=supersubNumber"">0.20349687</span><span class=""superscript"">+0.01890042</span><span class=""subscript"">-0.01776724</span></div>""",1.072
TOI-4515 b,Transit,15.266446,705,G8/G9,12.17,6.37E+02,12.75,"<div><span class=supersubNumber"">-0.236</span><span class=""superscript"">+0.025</span><span class=""subscript"">-0.027</span></div>""",0.949
TOI-3540 A b,Transit,3.119999,1498,,23.53885947,3.75E+02,,"<div><span class=supersubNumber"">0.1901</span><span class=""superscript"">+0.0216</span><span class=""subscript"">-0.0230</span></div>""",1.081
HATS-62 b,Transit,3.2768837,1237,,11.825495,5.69E+01,-10.489,"<div><span class=supersubNumber"">-0.173</span><span class=""superscript"">+0.018</span><span class=""subscript"">-0.012</span></div>""",0.896
Kepler-1690 b,Transit,234.636,267,,2.81109223,,,-0.243081,0.94
Kepler-1118 b,Transit,38.6715075,502,,2.74,,,-0.06046832,0.96
Kepler-150 b,Transit,3.428054,1131,,1.25,,,-0.1614107,0.956
Kepler-1841 b,Transit,25.88599968,542,,1.48912557,,,-0.278433,0.823
Kepler-620 b,Transit,12.91375431,849,,3.32,,,0.3407928,1.15
HD 105618 b,Radial Velocity,10.02245,,,5.44,,,"<div><span class=supersubNumber"">0.17966609</span><span class=""superscript"">+0.01003508</span><span class=""subscript"">-0.01104786</span></div>""",1.01
KMT-2016-BLG-1836L b,Microlensing,,,,13.3,7.00E+02,,,0.49
TOI-3160 A b,Transit,3.971281,1539,,13.7646283,3.78E+02,,"<div><span class=supersubNumber"">0.378</span><span class=""superscript"">+0.050</span><span class=""subscript"">-0.054</span></div>""",1.088
K2-312 c,Radial Velocity,921.2,,G2,12.8,,8.31017,0.24&plusmn;0.02,1.18
TOI-262 b,Transit,11.14529,584,K0 V,2.07,,,"<div><span class=supersubNumber"">-0.2898741</span><span class=""superscript"">+0.0090259</span><span class=""subscript"">-0.0122974</span></div>""",0.913
TOI-4184 b,Transit,4.9019804,412,M5.5+/-0.5,2.43,,,"<div><span class=supersubNumber"">-2.26</span><span class=""superscript"">+0.06</span><span class=""subscript"">-0.06</span></div>""",0.2109
TOI-5489 b,Transit,3.15222,624,,1.4,,37.71,"<div><span class=supersubNumber"">-1.60776</span><span class=""superscript"">+0.09278</span><span class=""subscript"">-0.11815</span></div>""",0.41
Kepler-405 b,Transit,10.613839,785,,2.08,,,-0.3314314,0.873
Kepler-1471 b,Transit,3.63899398,1238,,1.41,,,-0.1989536,0.95
Kepler-129 b,Transit,15.79,910,G4 V,2.4,,-20.20839,"<div><span class=supersubNumber"">0.46365219</span><span class=""superscript"">+0.02099423</span><span class=""subscript"">-0.00960818</span></div>""",1.178
GJ 3082 b,Radial Velocity,11.949,,M4,2.79,,6.33222,"<div><span class=supersubNumber"">-1.46273</span><span class=""superscript"">+0.09103</span><span class=""subscript"">-0.11531</span></div>""",0.47
Kepler-1515 b,Transit,214.3114164,380,,9.55,,,"<div><span class=supersubNumber"">0.5658734</span><span class=""superscript"">+0.0203376</span><span class=""subscript"">-0.0219637</span></div>""",1.3
Kepler-1723 b,Transit,39.75289917,568,,2.88046569,,,0.03393134,0.96
Kepler-1176 b,Transit,24.1738579,595,,2.45,,,-0.1169093,1.01
Kepler-1783 b,Transit,8.277440071,1088,,1.31946731,,,"<div><span class=supersubNumber"">-0.4510213</span><span class=""superscript"">+0.0207345</span><span class=""subscript"">-0.0179584</span></div>""",0.887
TOI-6255 b,Transit,0.23818244,1256.46,,1.079,1.44E+00,,"<div><span class=supersubNumber"">-1.77344</span><span class=""superscript"">+0.09494</span><span class=""subscript"">-0.12168</span></div>""",0.353
TOI-157 b,Transit,2.0845435,1588,G9 IV,14.414774,3.75E+02,-6.10842,"<div><span class=supersubNumber"">0.01995</span><span class=""superscript"">+0.02223</span><span class=""subscript"">-0.02082</span></div>""",0.948
OGLE-2017-BLG-0640L b,Microlensing,,,,13.5,5.15E+02,,,0.32
OGLE-2013-BLG-1761L b,Microlensing,,,,13.2,8.60E+02,,,0.33
OGLE-2017-BLG-1099L b,Microlensing,,,,13.1,9.60E+02,,,0.45
Kepler-1421 b,Transit,6.9131112,1209,,0.93,,,"<div><span class=supersubNumber"">0.5994065</span><span class=""superscript"">+0.0207584</span><span class=""subscript"">-0.0235298</span></div>""",1.25
Kepler-1442 b,Transit,81.4162941,522,,3.93,,12.21757,"<div><span class=supersubNumber"">0.6510864</span><span class=""superscript"">+0.0173260</span><span class=""subscript"">-0.0265655</span></div>""",1.34
Kepler-414 b,Transit Timing Variations,4.7,1024,,1.71,3.50E+00,-28.2,"<div><span class=supersubNumber"">-0.1691674</span><span class=""superscript"">+0.0137977</span><span class=""subscript"">-0.0152137</span></div>""",0.89
HD 102888 b,Radial Velocity,252.06,,G8 III,12.8,,,"<div><span class=supersubNumber"">1.616</span><span class=""superscript"">+0.011</span><span class=""subscript"">-0.011</span></div>""",2.42
Kepler-109 c,Transit,21.22265,859,,2.65,8.20E+00,,"<div><span class=supersubNumber"">0.34653780</span><span class=""superscript"">+0.01609670</span><span class=""subscript"">-0.02676280</span></div>""",1.094
K2-59 b,Transit,20.6921,,,2.41,,,"<div><span class=supersubNumber"">-0.66037313</span><span class=""superscript"">+0.01126180</span><span class=""subscript"">-0.01156162</span></div>""",0.774
TOI-2458 c,Radial Velocity,16.553,,F9-F9.5,3.18,,,"<div><span class=supersubNumber"">0.34127641</span><span class=""superscript"">+0.01981141</span><span class=""subscript"">-0.01002189</span></div>""",1.05
HAT-P-61 b,Transit,1.90231289,1505,,10.07687365,3.36E+02,4.81,"<div><span class=supersubNumber"">-0.115</span><span class=""superscript"">+0.017</span><span class=""subscript"">-0.018</span></div>""",1.004
TOI-712 c,Transit,51.69906,369.9,K4.5 V,2.701,,3.16,"<div><span class=supersubNumber"">-0.7279</span><span class=""superscript"">+0.0139</span><span class=""subscript"">-0.0144</span></div>""",0.732
Kepler-348 c,Transit,17.265427,888,,1.33,,-25.97353,"<div><span class=supersubNumber"">0.4330960</span><span class=""superscript"">+0.0260467</span><span class=""subscript"">-0.0358428</span></div>""",1.189
Kepler-1200 b,Transit,1.118549717,1174,,1.06,,,-0.6892343,0.74
HD 204941 b,Radial Velocity,1733,,K1/2V,10.1,,32.56659,-0.51,0.58
TOI-1130 c,Transit,8.3501898,650,K6-K7,13,3.36E+02,-9.5241,"<div><span class=supersubNumber"">-0.854</span><span class=""superscript"">+0.033</span><span class=""subscript"">-0.032</span></div>""",0.745
TOI-1516 b,Transit,2.056014,1839,F8 V,15.24421375,1.00E+03,,"<div><span class=supersubNumber"">0.3906495</span><span class=""superscript"">+0.0275231</span><span class=""subscript"">-0.0183167</span></div>""",1.14
HD 101581 b,Transit,4.46569,834,K4/5V,0.956,,12.9,"<div><span class=supersubNumber"">-0.7818635</span><span class=""superscript"">+0.0242926</span><span class=""subscript"">-0.0167148</span></div>""",0.653
OGLE-2017-BLG-0406L b,Microlensing,,,,14.2,1.30E+02,,,0.56
KMT-2017-BLG-0428L b,Microlensing,,,,2.23,5.59E+00,,,0.34
Kepler-698 b,Transit,16.32976218,727,,3.68,,,0.3884106,0.94
TOI-663 b,Transit,2.598902,674,M1 V,2.27,4.45E+00,,"<div><span class=supersubNumber"">-1.37033</span><span class=""superscript"">+0.09061</span><span class=""subscript"">-0.11464</span></div>""",0.514
TOI-1259 A b,Transit,3.477978,963,,11.45557828,1.40E+02,,"<div><span class=supersubNumber"">-0.5899598</span><span class=""superscript"">+0.0228704</span><span class=""subscript"">-0.0219527</span></div>""",0.744
Qatar-4 b,Transit,1.8053564,1385,K1 V,12.722215,1.94E+03,-28.76,"<div><span class=supersubNumber"">-0.318</span><span class=""superscript"">+0.064</span><span class=""subscript"">-0.075</span></div>""",0.896
K2-113 b,Transit,5.817685,1098,G,12.14,4.10E+02,,"<div><span class=supersubNumber"">0.00860</span><span class=""superscript"">+0.09177</span><span class=""subscript"">-0.08432</span></div>""",1.04
TOI-150.01,Transit,5.857487,1404.5,F,14.067295,7.98E+02,4.863,"<div><span class=supersubNumber"">0.4965</span><span class=""superscript"">+0.0447</span><span class=""subscript"">-0.0391</span></div>""",1.351
TOI-2107 b,Transit,2.4545467,1397,,13.57407563,2.64E+02,,"<div><span class=supersubNumber"">-0.105</span><span class=""superscript"">+0.019</span><span class=""subscript"">-0.020</span></div>""",0.961
Kepler-1321 b,Transit,11.12830484,408,,4.92,,,-0.8623956,0.54
HD 10180 h,Radial Velocity,2205,,G1 V,9.4,,35.52981,"<div><span class=supersubNumber"">0.173</span><span class=""superscript"">+0.006</span><span class=""subscript"">-0.006</span></div>""",1.06
HD 7924 b,Radial Velocity,5.39792,825.9,K0.5 V,,2.06E+03,-22.69562,"<div><span class=supersubNumber"">-0.4063648</span><span class=""superscript"">+0.0130036</span><span class=""subscript"">-0.0119426</span></div>""",0.65
HIP 57274 d,Radial Velocity,431.7,,K4 V,14.2,,-4.7,0.19&plusmn;0.01,0.73
HD 215152 e,Radial Velocity,25.1967,,K3 V,,9.75E+02,-13.8736,"<div><span class=supersubNumber"">-0.52253627</span><span class=""superscript"">+0.00117268</span><span class=""subscript"">-0.00117582</span></div>""",0.77
KMT-2020-BLG-0414L c,Microlensing,,,WD,11.9,8.58E+03,,,0.49
GJ 328 b,Radial Velocity,3771,,M0.0,13.3,,,-1.08&plusmn;0.10,0.65
HD 16175 b,Radial Velocity,990,,G2,12.8,1.88E+03,21.8348,"<div><span class=supersubNumber"">0.508</span><span class=""superscript"">+0.032</span><span class=""subscript"">-0.035</span></div>""",1.63
